clean_text,label
new york march selling pressures picked sharply wall street afternoon dropping stock market new low year dow jones industrial average lost points close breaking low set march average market rose opening attract volume rally gave hour list settled small loss afternoon minutes sellers numerous push exchange ticker floor transactions bell standard poor stock composite point new york stock exchange index lost point late rush pushed volume nyse million shares million traded wednesday turnover minutes lead enjoyed advancing stocks declines vanished noon losers took steady charge bell stocks downside rose wednesday issues lost ground advanced number new highs unchanged new lows,Not Relevant
corrections amplifications dollar stood marks late tuesday afternoon new york rate misstated marks yesterdays edition wsj july greenspan laid foundation raise rates economy continues strengthen saying inflation news year disappointing fed chairman said adjusted inflation shortterm rates fed controls close zero indicated remain low indefinitely,Not Relevant
unemployed dont spend brush teeth power homes seek medical care companies sell products services remain attractive investments economy heads jobless recovery uss unemployment rate recently hit highest level early economists going slowly receding say economic recovery wont inspire hiring companies grapple slower economic growth overcapacity numerous sectors slack demand driven newfound saving ethic overleveraged consumers doubledigit unemployment says peter gutmann economics professor baruch college city university new york time jobless recovery decimate stock market overall high unemployment limits wage pressures keeps rates low low rates helpful pe priceearnings multiples stocks investors perceive better upside equities safe lowreturn treasury bonds says richard hoey chief economist bank new york mellon,Not Relevant
jp morgan chase took step strategy unload minor businesses exploring putting prepaid card operations auction block big new york bank said thursday exploring sale card business includes plastic disbursed governments tax refunds child support food stamps unemployment benefits state payrolls business includes cards used healthsavings accounts cards increasingly coming scrutiny regulators amid concerns high fees consumer financial protection bureau september said employers require workers receive paychecks debit cards known payroll cards jp morgan considering months strategy sell operations risky arent significant line,Not Relevant
wave speculation broadcasting stocks turning squarely rca corps direction abc betrothed capital cities ted turner reportedly nipping cbss heels rcas national broadcasting independent network left acquisitionminded cbs remains prime stock market attraction number investment bankers asset players speculators taking fresh look values rca complexities trying acquire electronics entertainment company far looking created token splash rcas stock abccapital cities merger announced month rcas stock ahead points depending ultimate outcome cbs large investors believe rcas stock verge sharp advance cbs acquired friendly unfriendly smart money man bought cbs stock going rush buy rcas stock says investor experienced large takeovers play investor asks answer yes,Not Relevant
days maria salientes works gates ramps airways express reagan national airport today sitting home children work unsure return airport closed sept terrorist attacks salientes face national airport workers lives turned upside bush administrations decision close indefinitely airport anchor regions economy people day used national federal officials determine reopen workers salientes turmoil trying figure step airways express network airlines ferry airways passengers hubs cities retains people national including salientes collecting unemployment want employees said salientes boss daryush mazhari airways express station manager national tragic incidents understand safeguard time planes didnt come national,Not Relevant
washingtonthe federal reserve hiring state supervisor insurance company executive lead oversight big insurance firms adding experienced hand counter criticism central bank lacks knowledge business fed named thomas sullivan served connecticut insurance commissioner financial crisis new senior adviser position fed spokeswoman said mr sullivan lead oversight nations largest insurers represent fed global discussions rules industry mr sullivan rarity fed senior official lengthy experience area critics accused novice taking bankcentric view doddfrank law gave fed new authority regulate insurers large nonbank financial firms deemed regulators systemically important including dictating capital requirements firms large insurers like prudential financial metlife said banklike capital rules negative consequences business far fed given details fashion insurance capital rules mr sullivans appointment signal fed wants change moving forward publishing interview mr sullivan declined comment key policy question facing fed doddfrank law gives agency flexibility design capital rules way differentiates insurers banks policy maker said adding asks opinion im going,Not Relevant
good friday stock market closed man manages billion portfolio securities chevy chase office happy free phone calls interruptions related financial markets louis simpson sat geico corp office read annual reports simpsons good days turned good years joined geico insurance companys chief stock market strategist past seven years simpsons ability pick stocks geico placed tier money managers nationwide simpson says mystery stock market magic voracious reader yearold vice chairman geico searches daily newspapers magazines annual reports newsletters clues spark investment ideas fourmember investment team uses computer screens identify stocks basis financial data appear bargains simpsons research crunching analyzing numbers combing periodicals identifying stock possible purchase simpson member staff attempt arrange meeting companys senior management large blocks stock simpson buy geico management complies requests simpsons reputation longterm investor shortterm trader helps gain access management management refuses meet simpson typically buy stock makes commitment simpson expects meetings companys management continue long geico owns stake,Not Relevant
stock prices remained lofty recession hope economy soon getting better didn hurt course millions americans pinched lowier yields savings ed seek shelter stock market stock market survive downturn economy investors doing think answer tts hear view street sawiest market observerseconomist henry kaufman paiil guenther president painewebberlnc kfflfman afraid stock market worried affect americans spending falls don think households fully appreciate getting said recent interview guenther takes traditional wail street view recently wondered small investors going money stock market words good economy guenther betting stock prices stay economy slowed year pace technically heading recession pessimists expect eke annual growth percent quarter people think recession really ended,Not Relevant
jerusalemus treasury secretary jack lew said wednesday expects strong economic data second half year lackluster growth quarter harsh winter restrained growth quarter expecting underlying strength economy evident year result strong second half year lew said speech jerusalem conference usisrael joint economic development group lew said recent economic data supports optimistic outlook economy added new jobs similar job growth previous months unemployment remained flat inflation picking consumerprice index rising month quarter economy grew just recently caused international monetary fundto cut growth outlook economy lews comments came hours federal reserve scheduled issue outlook economy comments monetary policy,Relevant
builder toll brothers swung biggerthanexpected profit fiscal second quarter boosted increased sales fewer cancellations results continue strong selling season leading industry watchers declare hardhit market finally struck builders nationwide reporting increased sales orders year ago existinghome sales sales new homes climbed april march seasonally adjusted annual rate commerce department reported wednesday sales year ago tuesday national association realtors reported existinghome sales climbed march prices increased prior year strongest yearoveryear gain january toll caters largely affluent moveup buyers northeast midatlantic seeing improvement floridas east coast phoenix markets hit hard housingmarket crash housing market moved new stronger phase recovery experienced broadbased improvement regions past months said chief executive douglas yearley jr premarket statement spring selling season robust sustained downturn began,Relevant
washingtontop business executives sat hands years frantic debate raising federal debt ceiling begun mobilizing plan vocal urging congress reach bipartisan deficitreduction deal end year executives meeting privately lawmakers urging start laying groundwork reach agreement november elections avoid large tax increases heavy spending cuts scheduled effect january worry measures tip economy recession create turmoil financial markets according people attended meetings jp morgan chase chief executive james dimon hosted lunch dozen chief executives senators late month latest series private meetings aimed drumming support political agreement executives left jp morgan lunch held companys headquarters new york resolved speak forcefully favor deal believe democrats republicans compromise deal includes tax increases spending cuts pointed simpsonbowles deficitreduction plan model congress begin working immediately mr dimon public remarks week called republicans democrats come enact plan weve got mr dimon said problem dont act separate initiatives chief executives laurence fink blackrock terry lundgren macys mark bertolini aetna told lawmakers meetings dinners start discussing deal soon people attending meetings said,Not Relevant
president ohio home state savings bank sentenced maximum years prison yesterday federal fraud charges stemming collapse cincinnatibased thrift home state failure touched crisis ohio privately insured statechartered thrifts gov richard celeste closed obtain federal deposit insurance merge companies burton bongard new york city sentenced years prison single count conspiracy years counts wire fraud wire fraud charges served concurrently addition years conspiracy count sentence served concurrently year state prison term imposed earlier year ohio securities exchange commission said yesterday reached settlement allied stores corp regarding charges company failed disclose preliminary merger talks edward debartolo corp year admitting denying charges allied division campeau corp agreed comply federal disclosure requirements future,Not Relevant
buoyed high petroleum prices increase production oil industry colossus exxon mobil corp yesterday reported thirdquarter earnings rose billion putting company track break record holds annual corporate profits results marked percent increase quarter year thanks largely average barrel received roughly million barrels crude oil natural gas liquids produces day average second quarter year quarter prices spiked hurricane katrina tremendous quarter said jacques rousseau oil analyst friedman billings ramsey quarterly profit secondhighest corporate history exxon mobils fourth quarter year excluding onetime gains boosted fourthquarter results quarter just ended profitable analysts said latest quarter mark peak oil giants profits crude oil prices begin ease speculators members organization petroleum exporting countries fear threemonth slide oil prices continue oil prices remain high closing yesterday barrel,Not Relevant
inflation moderated government statistics shown date reflected consumer price index months fear wage price controls imposed causing companies price products higher delaying improvement inflation rate lie assure people going controls think price cuts rees said noted recent reductions announced chrysler clearly labeled special deals permanent changes base price company cars unions seeking longer term contracts wage rate boosts set ahead new control effort added controls program workers wage increases contracted fared better negotiating new settlements prices frozen current levels later phases program limited increases base rees believes senators support creation new controls prgram,Not Relevant
federal reserve officials created new uncertainty farther push easymoney policiesand new questions effective communicating thinkingwith decision stand pat pace bond purchases fed wednesday went merely deciding buying billion month mortgagebacked securities treasurys telegraphing months start winding news conference twoday policy meeting fed chairman ben bernanke walk away guidance given june bondbuying program play year making clear program end mr bernanke said wednesday thought decision begin pulling bond purchases right given weaker economy fed expected months ago facing new threats fiscal showdown washington said fed proceed pullback months ahead economy cooperates defense mr bernanke said said fed start pullback september decision depended economys vigor dont recall stating particular thing meeting mr bernanke said news conference investors analysts said feds action latest series communications missteps demonstrated fact numerous surveys showed investors broadly expected central bank september,Not Relevant
high rents shortage apartments combined make rental housing expensive difficult washington area families individuals according metropolitan washington council governments council based conclusion recently completed survey rental units region percent rent increase district columbia rentcontrolled units scheduled effect april make apartments city expensive automatic annual rent increase based consumer price index urban wage earners clerical workers years rent increase percent cog study released week said median rent rental housing area month broken size medians ranged efficiency apartment unit bedrooms median point half apartments cost half cost cog launched survey department housing urban development set level federal rental subsidies low families metropolitan area unable housing afford government aid results clearly demonstrate proposed subsidies published august federal register reflect true rental market justify increase federal assistance report said basis findings council governments asked increase percent federal housing subsidies area hud expected approve increase soon said david robertson cog housing planner author report,Not Relevant
financial inflation brought control time pay attention similar phenomenon swearword inflation just dollar today isnt worth near swearword acceptability devalued important milestone road acceptance swearwords reached publishers american heritage dictionary took regarded bold step forward included book definitions short direct words associated mainly digestion procreation existence previously received official recognition steps followed recently orientation course new congressmen harvards kennedy school government distinguished academic publicly criticized prominent attendee inattention arrogance generally behaving like horses hip hip wasnt exactly word used trouble new frankness lack elegance professor leading institution berates congressman wish interesting specific language important swearword inflation robs needed weapon exactly need consider permissible customary waste coarse language minor discomforts ordinary conversation truly powerful swearwords required say youre driving rural maine night blizzard second flat tire theres extra available cupboard bare hope problem like appeared intractable solved reason hope fashions language swing wildly forth todays freedom preceded level repression ridiculous,Not Relevant
wall street journal recently reported fannie mae threatened large financial services firms opposed fannies interests congress according statements ceos aig wells fargo ge capital services firms told fannie withdraw business remained active fm watch organization seeks limit fannies expansion traditional role secondary mortgage markets fannies chairman franklin raines fannie spokeswoman denied threats ceos major companies public statements gravity taken seriously ordinary commercial dispute fannie mae ordinary company smaller cousin freddie mac fannie enjoys government charter authorizing help create liquidity residential mortgage markets purchasing mortgages banks guaranteeing mortgagebacked securities fannie freddie listed new york stock exchange links government including special line credit treasury called governmentsponsored enterprises gses result capital markets believe allowed fail provide financing rate slightly higher treasurys borrowing costs government backing financial advantage fannie freddie grown enormous size profitability today carry books credit risk residential mortgages far dominant players residential mortgage markets fair say company denied opportunity sell mortgages fannie freddie opportunity underwrite deal fannie freddie securities suffer financial harm mr raines fannie did threaten companies reason threat menacing fannie mae residential mortgage markets microsoft computers major exception fannie enjoys government backing fannies market power derives government connection fact holds effect government monopoly threat fannies chairman roughly equivalent chairman federal reserve board threatening ruin bank opposes fed congress threat seen matter order government official considerably threats microsoft alleged rivals episode alert dangers inherent gses praised providing privatesector efficiency pursuit government policies direct government expenditure unfortunately true costs hidden deferred mid congress spend billions bail farm credit gse costs simply financial value aggressiveness efficiencies private enterprises pursuit profit characteristics hitched power government governmentgranted monopoly dominate distort competitive markets,Not Relevant
london fob ap bank england raised british bank rate today apparent bid clamp consumer spending enforce governments creditsqueeze program rate basis country rates moved forward cent increase cent puts bank rate level established crisis pound devalued effectthe rate equivalent discount rate united states set bank england instead federal reserve board country rates set according increase came shock financiers london viewed savage tighten nation economy decision taken figures published friday big banks increased lending weeks midfebruary instead gradually decreasing government planned target reduction million midmarch,Not Relevant
response prodding republican members joint economic committee yesterday decided hold public hearings policies needed achieve employment inquiry scheduled open week provide political fireworks congressional campaigns fall committee republicans led rep thomas curtis mo expected attempt economy sluggishness fault kennedy administration democrats led chairman wright patman dtex away federal reserve board patman calls tight money high policy committee plans hear broad spectrum economists administration federal reserve officials making public testimony ways means committee hearing private,Not Relevant
cosco maker childrens furniture settled consumer product safety commission lawsuits alleging failed report dozens incidents children trapped headboards footboards toddler beds company said paid civil penalty avoid protracted expensive litigation beds involved lawsuit recalled april guard rails second suit recalled june national association securities dealers sued million examiner alleged harassed investigated accusations municipal bond dealers theresa carr refused nasd corporate culture look way said lawyer jacob zamansky new york firm filed successful challenges nasd wall streets biggest selfpolicing body parent nasdaq stock market nasd said believes allegations meritless defend court mortgage rates rose week rate year fixedrate mortgages jumped percent week percent previous week according national survey freddie mac rates year fixed mortgages averaged percent percent average initial rate adjustablerate loans increased percent percent thrift industry earned record billion second quarter saw industrys best profit margin years office thrift supervision said bank regulators credited strong performance economy record earnings jobless benefits claims fell week labor department said unexpectedly large decline provided evidence economys strength labor said new applications unemployment benefits totaled week pushing claims level lowest point early august,Not Relevant
senatehouse economic committee make study nation economic problems emphasizing inflation employment growth sen paul douglas diil committee chairman announced yesterday said committee started job soon completed comments president elsenhower economic report end month aide sen douglas said study direct outgrowth speech senate democratic leader lyndon johnson texas december pinpointing inflation america toughest problems mr eisenhower voiced concern inflation urged government economy restraint price wage boosts combat learned johnson asked douglas week ahead new study economic committee aim said finish inquiry report end,Relevant
mexico city mexican government announce today billion financing package aimed building confidence country survive years presidential election suffering economic crisis heart package officials said new billion international monetary fund standby loan disbursed months funds board expected approve shortly recent lengthy negotiations package include commitments world bank interamerican development bank previously announced longexpected renewal estimated billion swap lines federal reserve treasury canadas central bank swap arrangement dates years strengthened peso crisis canada mexicos partners north american free trade agreement commercial banks supported mexicos faltering economy billion emergency financing finance ministry spokesman said late yesterday confirm details imf official washington confirmed deal struck said mexicans probably draw funds countries secure imf lending agreements calm financial markets dont actually draw money,Not Relevant
wall street gave substantial early gain staggered mixed finish tuesday federal reserve official warned rates continue climb dow jones industrials surged points federal reserve bank atlanta president jack guynn said speech feds open market committee ready stop policy modest rate hikes guynns comments set profittaking left dow minimal gain standard poors stock index nasdaq composite index slight losses earlier bullish assessment economy fed chairman alan greenspan given speech broadcast meeting central bankers beijing late monday triggered initial advance greenspan said economy remain strong intimated fed soon stop raising rates short term seemingly conflicting comments fed committee members investors remained confused economy headed harsh slowdown fed continue raising rates summer dow rose percent nasdaq fell percent sp slipped percent,Not Relevant
new york currency traders took cue falling stock bond markets sold dollar major currencies analysts cited wall street journal articles fanned fears foreign investors mutual funds cut huge money theyve asset markets early asian trading wednesday australian dollar dove immediately reserve bank australia surprised markets cutting key cash rate citing improved inflation outlook strengthening currency initial fall australian dollar stabilized just cents rest global trading day traders sold dollars asia europe reflecting worries stock markets open plunge prices did fall sharply early new york stock exchange trading new york traders continued sell dollar end global trading day pfennig half yen suggestions investors pull away assets coincide fear stocks flying high said david munro economist high frequency economics valhalla ny strong economy hard make case depreciation loss dollar said,Relevant
countries concerns raised record billion eurobond market year increase nearly making far largest capitalraising market outside likely exceeded year relatively low inflation declining rates western economies favored eurobond issuers investors alike investment bankers confident newissue business accelerate rates start rising explosion business says john hennessy president londonbased credit suisse boston leading underwriter eurobonds world savings arent coming decade guess billion eurobond market adds borrowers lure continues unfettered access growing international savings pool accommodates buyers sellers market regulatory domain country treasurer multinational corporations government considers eurobond market important source funding freer market says andreas prindl londonbased managing director nomura international unit nomura securities tokyo,Not Relevant
federal reserve chairman alan greenspan defended sarbanesoxley act congress passed series corporate accounting scandals saying surprised law enacted rapidly functioned delivering commencement address university pennsylvanias wharton school yesterday mr greenspan said law importantly reinforced principle corporate managers working behalf shareholders allocate business resources optimum use things law requires chief executives chief financial officers certify accuracy companies financial statements accounting practices executives business groups bush administration officials criticized statute way justice department securities exchange commission administering arguing onerously expensive discourages businesses taking risks chamber commerce said provisions governing adequacy internal controls implemented manner damage longterm competitiveness companies capital markets create burdens companies management congress intended needed remedy acknowledged abuses,Not Relevant
vientiane laos april upi royal government laos intends ask anticommunist asian nations help economic crisis brought suspension american financial aid informed sources said today report coincided wth disclosure royal laotian army troops trying track procommunist guerillas struck bold surprise attack seven miles vientiane airport monday informed sources said prince boun oum premier wil leave week plead personally governments thailand south vietnam financial aid said government wants technical economic assistance military aid come terms coalition government headed neutralist prince souvanna phouha including procommunist patthet lao rebels war government forces rebels appears settled guerilla pattern small skirmishes,Not Relevant
hardhit shares good use centurytel embarq turn allstock deal,Not Relevant
steep stockmarket plunge july threat war iraq sputtering economy series corporateaccounting scandals combined slow pace securities underwriting quarter global underwriting volume fell billion quarter quarter hard hit terrorist attacks sept according thomson financial tracks securities transactions wall street executives say seen signs pickup past weeks passage attacks anniversary impact events quarter severe disclosed underwriting fees moretelling barometer wall street fees fell billion amid falloff morelucrative stock deals initial public offerings tiny number just seven ipos issuers quarter lowest quarter noted richard peterson chief market strategist thomson financial sense corporate america distracted quarter particularly mandate chief executives certify companies financial results securities exchange commission midaugust said jay chandler head equity syndicate merrill lynch strategic discussions slowed dramatically financing discussions came standstill mr chandler added jon anda cohead global capital markets morgan stanley attributed dropoff volume equity equitylinked securities issuance quarter partly stockmarket decline standard poors stock index quarter dont quarters like mr anda said sp second quarter difficult quarter like market elusive,Relevant
spartanburg sc factory churns plastic parts spray cans blasting caps laying just worker trouble worth plant owned clevelandbased parker hannifin corp lean past decade assembly lines run handful highly trained workers mass layoffs driven unemployment rate highest years parker companies like responding slump surgical ways mainly cutting hours shedding temporary workers productivity gains people carries dollars sales today says donald washkewicz parkers chief executive average parker worker represented year sales today figure tops need cut cut fewer people achieve goal similar trims taking place parkers nearly factories varying degrees happening thousands large small factories,Not Relevant
article chart sundays business section credited urban institute recent study impact clinton health plan different income classes published matter plan finally emerges congressional operating room health care reform holds prospect redistributing tens billions dollars year economy creating array winners losers american businesses households despite huge shifts income americans economists concluded gains losses largely cancel nations total employment inflation economic growth balance trade wouldnt affected significantly far president clintons plan subject economic analysis goal providing universal access health insurance affordable prices shared major proposals useful baseline impacts competing proposals likely differ degree direction certainly plan generate complicated set redistributions presidents recent study lewinvhi health research firm fairfax predicted clinton plan effects nearly households annual health care spending fall year rise,Relevant
new york gold futures set contract high friday reaching levels seen nearly years dollar continued weaken crude oil surged additionally higherthanexpected jobs data wednesdays federal reserve interestrate cut thirdquarter grossdomesticproduct data combined ignite inflation fears nearby november gold rose close troy ounce comex division new york mercantile exchange nominal high loftiest metal nearby contract high set january mostactive december gold rose ounce setting contract high surpassing previous contract high set precious metals silver platinum palladium rose amid golds strength theyre starting price inflation said bart melek global commodity strategist bmo capital markets higher oil prices combined lower rates certainly harkens time inflation possible said potential housing market falling balancing inflation equation goods higher fed comfortable lower interestrate environment mr melek said,Relevant
new york ap steels big strides stock market today moved second straight record high trading active leading issues advanced fractions points good number losers sprinkled list leaving groups mixed profit taking advance run consecutive sessions apparent brokers said steels spurred increasing orders glowing prospects earnings touched republic steel big expansion program officiallystated forecasts excellent year market higher start clipped prices bit midsession closed best ap stock average rose record industrials record rails cents utilities cents,Not Relevant
strong economy kept churning jobs lifting wages month pushing nations unemployment rate percent labor department reported yesterday workers obviously benefiting added jobs higher wages report heightened concerns investors analysts government policymakers pace economic growth spurring inflation basis wall street initially interpreted economic numbers negatively sending widely watched measure stocks nearly points early day market rallied later small company stocks technology companies showing particular strength widely watched dow jones industrial average bluechip stocks closed points thursday details page shed points previous sessions analysts said yesterdays wage figures suggest inflation accelerating numbers far hint federal reserve raised shortterm rates week quarterpercentage point effort head rise inflation rising rates slow economic growth making expensive businesses consumers borrow money number analysts said yesterdays report suggests fed likely increase rates policymaking session,Not Relevant
wall street pared earlier advance end mixed tuesday investors persistent concerns rates economy countered relief upbeat homebuilding report close trading dow jones industrial average gained percent rising points earlier standard poors stock index fell nasdaq composite index lost percent strongerthanexpected jump newhome construction fed optimism overall economy remains sturdy face higher lending rates gasoline prices disappointing forecasts june business sent home builders shares upbeat sales caterpillar steady oil prices gave stocks support market recovered somewhat mondays decline erratic trading like tuesdays anticipated investors await federal reserves latest statement inflation economic growth meeting week bonds slipped yield year treasury note edging percent percent late monday twoyear yield percent signaling confidence longterm debt expectations economic slowdown,Not Relevant
secret tea party faithful regard obama administration constitutionshredding tyranny profile movement published week new york times reported surprising news protesters come view result experiences recession families upended lost jobs foreclosed homes depleted retirement funds said wanted know happened blame account conservative uprising published days later washington post headline appalachia slipping grip democrats told story hardbitten congressional district western virginia response recession dramatic swerve right freemarket blunders recession victims flock freemarket banner backlash liberalism going years immediate mornings newspaper old silent majority buttons antique stores days george wallace conservatives leading rebellions hippies busing hollywood property taxes welfare evolution formula familiar point tedium middleamerican righteousness resentment liberal elites weepy fantasies persecution set countrymusic melody power wears today conservatives giddily anticipating electoral disaster party people,Not Relevant
world terrifying brush great depression recent scare europe reminder isnt looks like weve escaped small measure taxpayerfinanced bailouts fiscal stimulus maligned imperfect throwing ticker tape parades barack obama angela merkel legislators central bankers finance ministers new wall street journalnbc news poll finds americans doubt obama fiscal stimulus help economy say benefits arrive ousting longtime businessfriendly incumbent senator rebellious republicans utah latest manifestation political discontent theyre angry theyre angry washington im washington victim republican sen robert bennett told hometown paper nearly respondents wall street journal poll say trust government right thing distrust goes government people angry pretty entire establishment americans pew research center polls say banks big corporations congress negative effect way things going national news media dont better corporate chief executives frequently complain president democrats congress stirring animosity business easy vilify business head business roundtable john castellani said tv interview earlier year raises questions inhibits investment people say wait minute,Not Relevant
moveup buyers moving housing market high rates long locked old homes eased spring homeowners want bigger fancier dwellings major factor realestate sales years buyers market deeply experts say trend appears likely persist fueled pentup demand affluent baby boomers stable mortgage rates clearly past bulge far firsttime buyer dominant element housing says weston edwards senior executive vice president lomas nettleson nations biggest mortgage banker says beginning moveup process return moveup buyers reshape housing industry moves increase supply modest homes sale depress prices meet demand higherpriced homes builders shift away emphasis small starter houses wealthier suburbs housing experts expect builders construct expensive custombuilt homes people buying higherpriced homes tend want lots amenities buildingsupply industry hopes benefit presence buyers showing robust figures new existinghome sales example newhome sales rose seasonally adjusted unit annual pace level expected continue builders ohio georgia florida report heightened demand costlier homes plans expand pricey subdivisions,Not Relevant
private investment pouring developing countries fastest rate just asian financial crisis late according report released yesterday leading international association financial institutions trend features bubble lead market turmoil future groups director acknowledged institute international finance represents banks investment firms major financial companies said flow private money emerging market nations reached billion year double level close billion posted year thailands currency collapsed sparking flight capital asia record billion flowed emerging markets flow capital especially strong recent months china russia year latin america eastern europe asia pacific africa middle east pace continue year according groups forecast net flows private capital new private investment loans outflows repayments billion institute predicted,Not Relevant
washingtontwo biggest companies studentloan market agreed tuesday pay combined million settle federal charges overcharged military members imposed excessive fees student loans government accused sallie mae formally known slm corp new owner loanservicing business navient corp violating federal law caps loan rates military members justice department federal deposit insurance corp alleged companies charged service members rates exceeded cap resulting hundreds dollars excess charges government said companies maximized late fees failed adequately disclose consumers avoid fees settling charges companies didnt admit deny allegations federal state scrutiny nearly trillion studentloan industry increased tuesday education secretary arne duncan said news conference agency reviewing navient violated terms contract manage payments federal student loans asked companys contract terminated violations mr duncan said everythings table democrats capitol hill questioned navient retain contract collect payments education department makes bulk student loans,Not Relevant
increasingly bitter struggle regulating financial markets senior republican lawmakers coalescing blunt line attack warning white housebacked legislation headed senate floor entrench end federal bailouts wall street strategy aims pit republicans administrations financial overhaul appearing wall street elements critique focus conditional language easily definitive democrats pledged ensure bailouts allowed charge designed score political points time public anger wall street bailouts remains high senate minority leader mitch mcconnell kentucky said thursday legislation seriously flawed allow taxpayer dollars bail wall street banks showdown looming democratic leaders said thursday bring legislation floor debate week essence calling republicans bluff obama administration reaching rankandfile republicans hoping win backers gop senators hardening treasury secretary timothy geithner leading outreach scheduled friday meeting sen orin hatch utah complained administration just wont work mr geithners mission walk senators bills details including highlighting gopbacked ideas,Not Relevant
pope benedict experts say catholic church bit like adolescent young unpredictable bankrupt dioceses seminaries tens thousands laypeople stepping chasm lead churches american catholics left faith close half catholics attend mass monthly tens thousands traditional catholics clamored tickets popes thursday mass nationals park think hes rigid irrelevant vatican admiration american religiosity said monsignor lorenzo albacete theologian question american religiosity strong appears vatican point view contentfree spiritual high emotion question true,Not Relevant
mci nations longdistance phone company set emerge chapter federal bankruptcycourt protection today issuing new stock bonds pay creditors company make record million payment eventually investors crushed companys billion accounting fraud subsequent recordsetting bankruptcy filing mci changed worldcom moved headquarters ashburn va mississippi bankruptcy fully rejoin beleaguered telecom industry overcapacity driving prices merciless rate company pay securities exchange commission million cash million newly issued stock settlement today proceeds likely wont distributed investors year court overseeing settlement sets procedure filing claims bankruptcycourt settlement mci pay bondholders cents dollar stock bonds issued today old worldcom shares worthless mcis new shares expected trade overthecounter relists nasdaq stock market weeks mci days file audited financial results sec,Not Relevant
bull market american stocks given higher profile rankings worlds largest companies financial institutions based stockmarket value worlds largest companies year american year nippon telegraph telephone corp holds spot year row number japanese representatives fell year reflecting large weak tokyo stock market general electric remains largest company followed exxon corp att corp climbed spots cocacola jumped seven places companies making big moves rankings group outdid technology stocks intel corp jumped microsoft corp climbed slots hewlettpackard rocketed japanese companies fell years rankings toyota motor corp slipped places mitsubishi bank places daiichi kangyo bank spots,Relevant
federal reserve board chairman alan greenspan congressional budget office director robert reischauer told presidents entitlement reform commission yesterday immediate action needed head longterm deficit problems differed significantly proceed greenspan insisted increasing tax base tax rates solve problem alternative scaling growth federal spending including major entitlement programs social security medicare reischauer heads budget analysis arm congress argued combination spending reductions tax increases practical politically acceptable way gradually achieving deficit reduction dont think youre going resolve issue dipping pots said think spending unrealistic yesterdays conflicting testimony highlighted nettlesome issues confronting bipartisan commission entitlement tax reform searches consensus plan controlling entitlement programs forestalling massive deficit problems early century sens bob kerrey dneb john danforth rmo chairman vice chairman member panel said impossible win majority support plan includes tax increase rep archer rtex speaking panels conservatives vowed fight plan included tax increase elimination tax subsidies tax deduction mortgage,Not Relevant
republicans won significant victories country tuesdays elections california voters registered strong dissent bushadministration policy approving vastly expanded state funding medical research involving embryonic stem cells passage californias proposition supported nearly states voters appears likely herald new era stemcell research restrictions federal funding work led worries lagging nascent field regenerative medicine called hopes stem cells useful treating conditions paralyzing spinal injuries diabetes parkinsons disease question prop represents financial windfall embryonic stemcell research measure enshrined california constitution sets aside million year work decade total billion sum dwarfs million federal national institutes health allocated embryonic stemcell grants year times defeated democratic presidential nominee john kerry vowed provide federal funding implementing measure raise variety new challenges question state afford devote money basic research yield medical financial returns decade past years california consistently run largest budget deficits nation fiscal gap temporarily plugged selling billions dollars new bonds prop funded bond sales cost state billion years unclear exactly new california institute regenerative medicine mandated prop allocate new research funds state stands benefit financially research leads commercial medical therapies prop approval draw bright medical researchers fresh biotechnology investment california spur states pass similar measures order level playing field,Not Relevant
new york attorney general andrew cuomo says student loan companies unfairly charge uniformly higher rate students colleges populations affluent include minorities instead mr cuomo says companies base rates familys credit rating compared practice discriminatory redlining banks lending institutions offered lessfavorable loan terms residents certain areas innercity neighborhoods identified nelnet lincoln neb student loan xpress unit cit group northstar education finance st paul minn firms institutions information account making loans students default rate school earnings history graduates mr cuomos allegations ramp new nationwide studentloanindustry investigation exposed widespread payments lenders financialaid officials says compromised advice offered students congress cracking practices taking institutional factors account raises disclosure concerns particularly entering students arent informed way college pick factor loan rate pay mr cuomo said lenders say information important tool assessing students future ability pay debt making student loans collateral underlying education measured factors earning potential graduates says jamie wolfe northstars chief financial officer,Not Relevant
